timestamp,suite,program,mode,run_index,event,value,status,stderr_note
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,10,LLC-loads,3549337,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,10,LLC-load-misses,42260,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,10,cycles,103240797,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,10,instructions,268223923,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,10,branches,28332172,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,10,branch-misses,54470,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,10,L1-dcache-loads,12312080,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,10,L1-dcache-load-misses,17052582,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,10,LLC-loads,3687331,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,10,LLC-load-misses,41107,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,native,1,cycles,2773207,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,native,1,instructions,9010750,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,native,1,branches,1864524,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,native,1,branch-misses,7480,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,native,1,L1-dcache-loads,2308062,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,native,1,L1-dcache-load-misses,11242,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,native,1,LLC-loads,2985,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,native,1,LLC-load-misses,1297,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-jit,1,cycles,20268045,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-jit,1,instructions,30343591,ok,
